DeviceId,Platform,Encryption,AuthenticationMethod,OSVersion,RootOrJailbreak,BitLocker,SecureBoot,TPM,DefenderAV,ComplianceStatusBefore,ComplianceStatusAfter
WIN-815,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-816,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-817,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-818,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-819,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-820,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-821,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-822,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-823,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-824,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-825,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-826,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-827,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-828,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-829,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-830,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-831,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-832,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-833,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-834,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-835,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-836,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-837,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-838,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-839,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-840,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-841,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-842,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-843,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-844,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-845,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-846,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-847,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-848,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-849,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-850,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-851,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-852,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-853,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-854,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-855,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-856,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-857,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-858,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-859,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-860,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-861,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-862,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-863,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-864,Windows11,,Password only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-865,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-866,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-867,Windows11,,Password only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-868,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-869,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-870,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-871,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-872,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-873,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-874,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-875,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-876,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-877,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-878,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-879,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-880,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-881,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-882,Windows11,,Password only,10.0.22631.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-883,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-884,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-885,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-886,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-887,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-888,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-889,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-890,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-891,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-892,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-893,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-894,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-895,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-896,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-897,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-898,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-899,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-900,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-901,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-902,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-903,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-904,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-905,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-906,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-907,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-908,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-909,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-910,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-911,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-912,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-913,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-914,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-915,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-916,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-917,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-918,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-919,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-920,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-921,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-922,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-923,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-924,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-925,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-926,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-927,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-928,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-929,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-930,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-931,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-932,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-933,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-934,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-935,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-936,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-937,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-938,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-939,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-940,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-941,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-942,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-943,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-944,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-945,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-946,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-947,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-948,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-949,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-950,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-951,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-952,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-953,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-954,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-955,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-956,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-957,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-958,Windows11,,Password only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-959,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-960,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-961,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-962,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-963,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-964,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-965,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-966,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-967,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-968,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-969,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-970,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-971,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-972,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-973,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-974,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-975,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-976,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-977,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-978,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-979,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-980,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-981,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-982,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-983,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-984,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-985,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-986,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-987,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-988,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-989,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-990,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-991,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-992,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-993,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-994,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-995,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-996,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-997,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-998,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-999,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1000,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1001,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1002,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1003,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1004,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1005,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1006,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1007,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1008,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1009,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1010,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1011,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1012,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1013,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1014,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1015,Windows11,,Password only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1016,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1017,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1018,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1019,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1020,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1021,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1022,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1023,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1024,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1025,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1026,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1027,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1028,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1029,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1030,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1031,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1032,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1033,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1034,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1035,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1036,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1037,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1038,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1039,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1040,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1041,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1042,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1043,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1044,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1045,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1046,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1047,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1048,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
